asset_id,timestamp,operating_mode,vibration_mm,temperature_f,pressure_psi,flow_rate,rpm,motor_current,oil_quality_index,ambient_temp,ambient_humidity
COMP-001,2024-01-22 03:00:00,critical,2.78,181.95,136.72,539.74,1756.74,51.24,86.41,122.8,79.09
COMP-001,2024-01-22 04:00:00,critical,3.05,192.35,130.4,561.5,1745.15,50.29,86.3,99.8,77.06
COMP-001,2024-01-22 05:00:00,critical,3.09,181.96,129.15,575.84,1714.86,51.16,83.61,111.75,95.44
COMP-001,2024-01-22 06:00:00,critical,2.91,204.3,127.74,540.63,1744.58,53.64,84.56,100.17,82.17
COMP-001,2024-01-22 07:00:00,critical,3.16,190.38,136.05,570.88,1714.28,51.13,81.02,112.35,81.99
COMP-001,2024-01-22 08:00:00,critical,2.99,205.24,137.62,524.21,1728.66,51.07,85.81,113.28,78.4
COMP-001,2024-01-22 09:00:00,critical,3.08,204.19,139.72,540.87,1715.55,52.39,82.47,121.36,89.36
COMP-001,2024-01-22 10:00:00,critical,3.04,193.92,135.16,546.43,1714.54,50.75,82.92,117.8,94.71
COMP-001,2024-01-22 11:00:00,critical,2.89,193.34,135.89,542.55,1731.54,57.02,81.97,123.5,99.32
COMP-001,2024-01-22 12:00:00,critical,3.32,203.05,128.38,541.11,1692.71,52.52,83.75,125.22,107.76
COMP-001,2024-01-22 13:00:00,critical,3.46,196.69,125.54,573.09,1749.71,55.58,77.37,137.92,104.86
COMP-001,2024-01-22 14:00:00,critical,3.48,203.18,133.02,565.71,1671.69,54.61,81.19,119.23,99.04
COMP-001,2024-01-22 15:00:00,critical,3.59,200.48,130.75,576.64,1693.45,52.49,80.65,115.31,100.32
COMP-001,2024-01-22 16:00:00,critical,3.5,193.5,128.97,583.33,1710.11,54.72,79.72,125.89,108.75
COMP-001,2024-01-22 17:00:00,critical,3.32,191.62,129.55,578.98,1711.69,56.57,82.59,118.58,117.73
COMP-001,2024-01-23 03:00:00,normal,2.23,184.65,147.77,502.05,1806.75,44.65,93.97,95.94,66.04
COMP-001,2024-01-23 04:00:00,normal,2.08,174.88,152.74,465.44,1794.73,45.16,96.75,100.74,51.16
COMP-001,2024-01-23 05:00:00,normal,1.95,176.74,149.37,494.58,1796.86,44.26,96.6,84.69,54.37
COMP-001,2024-01-23 06:00:00,normal,1.84,167.93,147.76,540.55,1775.8,41.84,93.07,95.0,59.83
COMP-001,2024-01-23 07:00:00,normal,2.37,173.68,145.59,496.54,1831.83,43.36,93.37,76.55,65.84
COMP-001,2024-01-23 08:00:00,normal,2.34,178.66,145.47,516.55,1817.53,45.78,98.84,93.6,51.67
COMP-001,2024-01-23 09:00:00,normal,2.34,165.67,144.6,521.63,1819.28,46.16,97.63,93.38,70.2
COMP-001,2024-01-23 10:00:00,normal,2.17,176.21,145.84,503.28,1793.89,44.97,94.95,91.91,33.64
COMP-001,2024-01-23 11:00:00,normal,2.55,175.6,151.02,487.37,1765.42,47.31,95.39,84.88,62.6
COMP-001,2024-01-23 12:00:00,normal,2.08,175.25,147.11,463.47,1839.06,45.79,94.05,61.37,46.6
COMP-001,2024-01-23 13:00:00,normal,2.44,181.22,142.6,510.26,1798.78,43.51,95.65,79.87,68.72
COMP-001,2024-01-23 14:00:00,normal,2.19,177.01,155.07,487.78,1785.02,44.44,93.92,79.99,56.42
COMP-001,2024-01-23 15:00:00,normal,2.05,183.87,149.28,502.64,1808.34,42.19,91.95,77.17,48.27
COMP-001,2024-01-23 16:00:00,normal,2.35,169.04,142.37,481.25,1823.34,44.78,93.02,85.98,61.63
COMP-001,2024-01-23 17:00:00,normal,2.3,175.82,146.23,496.02,1799.54,47.22,95.03,81.65,63.93
COMP-001,2024-01-23 18:00:00,normal,2.29,175.51,148.44,500.51,1825.57,46.37,93.3,78.4,61.42
COMP-001,2024-01-23 19:00:00,normal,2.22,168.58,154.82,504.03,1821.66,47.8,94.9,76.53,44.7
COMP-001,2024-01-23 20:00:00,normal,2.19,180.74,143.57,483.28,1778.47,44.39,93.39,79.28,50.16
COMP-001,2024-01-23 21:00:00,normal,2.8,188.95,151.9,517.95,1786.52,47.69,93.83,93.97,54.96
COMP-001,2024-01-23 22:00:00,normal,2.5,174.9,153.6,491.05,1819.15,44.61,96.28,79.71,54.59
COMP-001,2024-01-23 23:00:00,normal,2.38,178.03,145.49,474.88,1745.75,47.94,95.37,80.88,62.5
COMP-001,2024-01-24 00:00:00,normal,2.23,175.51,146.89,498.36,1797.01,44.96,94.99,81.35,34.85
COMP-001,2024-01-24 01:00:00,normal,2.45,170.72,143.85,500.52,1771.38,46.41,96.32,87.71,58.34
COMP-001,2024-01-24 02:00:00,normal,2.33,164.08,147.19,502.41,1790.47,47.95,95.72,88.65,52.1
COMP-001,2024-01-24 03:00:00,normal,2.21,170.77,147.85,520.43,1794.02,44.61,97.17,60.64,46.61
COMP-001,2024-01-24 04:00:00,normal,2.12,166.65,150.64,496.45,1792.84,45.44,94.31,93.17,47.58
COMP-001,2024-01-24 05:00:00,normal,2.18,185.22,152.36,498.21,1788.95,47.58,94.36,96.49,52.85
COMP-001,2024-01-24 06:00:00,normal,1.41,174.31,145.01,483.45,1778.06,44.73,93.05,76.6,18.99
COMP-001,2024-01-24 07:00:00,normal,2.25,172.92,140.13,512.31,1845.84,42.36,94.36,77.22,47.99
COMP-001,2024-01-24 08:00:00,normal,2.08,180.33,147.92,502.76,1837.35,49.29,96.45,81.4,46.24
COMP-001,2024-01-24 09:00:00,normal,2.6,168.27,149.17,493.7,1776.76,44.06,96.95,78.95,60.33
COMP-001,2024-01-24 10:00:00,normal,2.2,170.4,149.0,471.43,1831.64,45.32,96.44,86.79,46.94
COMP-001,2024-01-24 11:00:00,normal,1.9,175.41,146.69,521.67,1792.01,47.31,92.31,69.43,52.85
COMP-001,2024-01-24 12:00:00,normal,2.19,181.17,148.5,481.58,1802.58,43.78,96.62,76.06,70.42
COMP-001,2024-01-24 13:00:00,normal,1.94,178.01,154.06,491.13,1798.73,42.98,92.24,97.31,64.94
COMP-001,2024-01-24 14:00:00,normal,2.32,176.49,149.53,505.38,1786.81,45.51,96.35,77.57,64.02
COMP-001,2024-01-24 15:00:00,normal,2.27,175.47,146.51,482.05,1819.68,41.41,94.45,94.95,50.0
COMP-001,2024-01-24 16:00:00,normal,2.44,177.4,146.0,477.6,1802.52,44.42,96.05,87.84,60.43
COMP-001,2024-01-24 17:00:00,normal,2.0,176.21,147.32,468.14,1790.47,45.49,93.0,70.53,52.66
COMP-001,2024-01-24 18:00:00,normal,2.21,168.82,154.55,510.81,1773.91,44.46,96.76,90.08,53.04
COMP-001,2024-01-24 19:00:00,normal,1.86,175.28,147.27,491.82,1782.13,41.91,92.8,84.06,59.1
COMP-001,2024-01-24 20:00:00,normal,2.38,168.56,147.92,543.91,1767.17,48.19,94.0,81.36,49.03
COMP-001,2024-01-24 21:00:00,normal,2.33,175.49,146.07,485.08,1800.24,45.21,93.5,86.96,69.93
COMP-001,2024-01-24 22:00:00,normal,2.32,172.12,152.4,486.18,1776.07,47.86,92.37,88.8,53.4
COMP-001,2024-01-24 23:00:00,normal,2.2,190.24,155.84,491.52,1794.69,44.48,95.14,90.66,61.18
COMP-001,2024-01-25 00:00:00,normal,2.3,174.76,149.8,503.65,1827.4,43.24,97.71,94.43,69.56
COMP-001,2024-01-25 01:00:00,normal,2.6,166.57,148.33,492.95,1823.99,45.54,99.0,88.27,65.32
COMP-001,2024-01-25 02:00:00,normal,2.13,174.19,148.15,509.18,1799.35,44.57,95.15,73.99,40.91
COMP-001,2024-01-25 03:00:00,normal,2.23,178.12,138.46,485.32,1798.26,42.64,96.68,81.21,59.45
COMP-001,2024-01-25 04:00:00,normal,1.93,185.04,150.98,479.28,1837.6,47.94,95.35,108.54,63.51
COMP-001,2024-01-25 05:00:00,normal,1.98,171.46,148.54,473.03,1810.42,43.76,95.75,90.8,63.92
COMP-001,2024-01-25 06:00:00,normal,2.22,165.51,149.71,466.65,1793.44,41.32,94.49,103.95,43.87
COMP-001,2024-01-25 07:00:00,normal,2.48,179.9,145.15,492.23,1771.48,47.66,95.29,96.16,48.43
COMP-001,2024-01-25 08:00:00,normal,2.14,166.72,146.46,495.49,1807.88,43.99,95.81,86.93,64.95
COMP-001,2024-01-25 09:00:00,normal,2.14,172.38,146.36,490.53,1816.59,43.78,94.13,87.41,47.38
COMP-001,2024-01-25 10:00:00,normal,2.1,173.45,152.09,518.65,1787.37,41.47,94.88,84.71,52.0
COMP-001,2024-01-25 11:00:00,normal,2.07,174.58,146.48,518.42,1805.82,48.48,94.91,71.1,70.76
COMP-001,2024-01-25 12:00:00,normal,2.27,179.13,156.33,494.98,1792.73,42.42,96.24,85.14,54.52
COMP-001,2024-01-25 13:00:00,normal,1.83,170.9,149.72,473.09,1796.32,45.12,93.4,94.69,47.73
COMP-001,2024-01-25 14:00:00,normal,2.52,173.36,142.9,491.5,1750.24,46.83,94.92,80.2,46.22
COMP-001,2024-01-25 15:00:00,normal,2.03,174.91,147.49,491.0,1795.56,45.84,97.87,88.3,58.33
COMP-001,2024-01-25 16:00:00,normal,2.38,175.9,145.39,490.14,1819.39,44.88,96.75,91.81,41.67
COMP-001,2024-01-25 17:00:00,normal,1.88,175.59,139.22,489.53,1787.37,41.6,97.02,77.72,52.53
COMP-001,2024-01-25 18:00:00,normal,2.37,177.62,154.4,490.2,1801.05,43.38,95.04,81.39,58.33
COMP-001,2024-01-25 19:00:00,normal,2.37,180.06,150.81,494.2,1784.88,45.38,95.48,76.86,67.99
COMP-001,2024-01-25 20:00:00,normal,2.3,177.36,150.13,490.47,1807.21,43.43,96.5,78.42,61.68
COMP-001,2024-01-25 21:00:00,normal,1.95,177.72,148.66,503.12,1795.67,45.41,97.34,74.7,47.86
COMP-001,2024-01-25 22:00:00,normal,2.26,165.51,142.47,505.41,1781.22,46.36,92.07,77.8,66.78
COMP-001,2024-01-25 23:00:00,normal,1.9,175.3,146.07,486.34,1826.65,46.93,93.03,96.36,52.0
COMP-001,2024-01-26 00:00:00,normal,2.14,177.88,151.37,519.07,1818.58,42.55,96.96,77.68,42.64
COMP-001,2024-01-26 01:00:00,normal,2.46,179.37,143.8,485.3,1787.9,49.39,94.58,86.01,53.28
COMP-001,2024-01-26 02:00:00,normal,2.4,170.85,137.87,475.73,1809.96,46.53,93.99,80.98,69.38
COMP-001,2024-01-26 03:00:00,normal,2.2,171.05,147.09,505.71,1810.75,45.0,93.12,94.43,56.65
COMP-001,2024-01-26 04:00:00,normal,1.96,171.56,147.43,487.74,1812.85,47.18,94.17,95.49,55.13
COMP-001,2024-01-26 05:00:00,normal,2.36,178.22,148.54,504.82,1766.11,49.73,92.9,91.91,71.37
COMP-001,2024-01-26 06:00:00,normal,2.2,181.2,150.91,463.94,1820.13,42.12,98.14,87.45,40.69
COMP-001,2024-01-26 07:00:00,normal,1.62,172.56,150.55,520.89,1788.61,44.55,94.97,83.15,42.14
COMP-001,2024-01-26 08:00:00,normal,2.4,180.45,149.04,510.08,1792.84,40.24,94.91,75.47,38.84
COMP-001,2024-01-26 09:00:00,normal,2.19,175.74,152.78,477.49,1852.76,45.39,95.88,100.55,58.73
COMP-001,2024-01-26 10:00:00,normal,2.5,174.25,141.92,477.82,1806.04,45.73,96.44,78.92,56.66
COMP-001,2024-01-26 11:00:00,normal,1.93,173.73,150.02,525.08,1792.27,44.92,96.42,90.31,70.43
COMP-001,2024-01-26 12:00:00,normal,1.41,179.48,150.51,488.94,1755.89,43.69,96.61,93.48,57.43
COMP-001,2024-01-26 13:00:00,normal,2.27,176.95,143.04,487.49,1827.8,40.9,94.05,80.56,50.96
COMP-001,2024-01-26 14:00:00,normal,2.27,188.65,141.99,466.01,1773.1,45.75,94.55,93.3,55.02
COMP-001,2024-01-26 15:00:00,normal,1.78,169.89,145.02,494.74,1779.93,47.91,96.15,91.11,56.18
COMP-001,2024-01-26 16:00:00,normal,1.96,178.11,145.35,496.58,1793.37,43.82,94.21,98.82,38.28
COMP-001,2024-01-26 17:00:00,normal,2.89,171.82,151.01,510.73,1828.33,45.88,94.99,81.25,82.1
COMP-001,2024-01-26 18:00:00,normal,2.12,169.78,145.54,479.01,1815.46,41.86,95.6,74.71,60.2
COMP-001,2024-01-26 19:00:00,normal,2.38,174.93,144.57,477.2,1796.84,45.91,96.18,80.96,57.1
COMP-001,2024-01-26 20:00:00,normal,2.04,175.82,145.55,506.76,1806.17,44.21,92.33,86.67,61.15
COMP-001,2024-01-26 21:00:00,normal,1.68,192.51,152.47,515.1,1787.99,43.48,96.07,85.47,62.09
COMP-001,2024-01-26 22:00:00,normal,2.16,173.9,148.05,476.43,1802.79,43.48,94.65,81.85,53.59
COMP-001,2024-01-26 23:00:00,normal,2.13,168.22,147.28,516.22,1801.47,44.21,96.06,69.73,48.69
COMP-001,2024-01-27 00:00:00,normal,2.1,176.64,147.56,500.56,1819.38,45.76,96.17,88.76,60.99
COMP-001,2024-01-27 01:00:00,normal,2.17,162.55,153.17,516.38,1819.34,42.38,97.41,100.78,58.86
COMP-001,2024-01-27 02:00:00,normal,2.27,174.45,145.0,498.95,1809.88,44.21,97.03,88.71,46.9
COMP-001,2024-01-27 03:00:00,normal,2.16,175.1,153.26,462.17,1792.75,44.92,97.02,89.87,69.19
COMP-001,2024-01-27 04:00:00,normal,1.88,179.77,148.84,497.72,1814.84,42.8,97.17,89.58,57.93
COMP-001,2024-01-27 05:00:00,normal,2.32,180.84,147.36,515.9,1798.16,48.59,95.44,88.18,62.3
COMP-001,2024-01-27 06:00:00,normal,1.71,171.98,158.0,486.59,1778.36,43.29,95.05,92.45,68.92
COMP-001,2024-01-27 07:00:00,normal,1.69,174.1,143.78,494.18,1791.93,43.66,96.31,88.16,55.22
COMP-001,2024-01-27 08:00:00,normal,2.38,170.4,146.59,497.36,1801.69,43.04,96.1,82.5,58.17
COMP-001,2024-01-27 09:00:00,normal,2.33,168.23,143.07,456.51,1818.2,48.6,94.54,78.63,63.1
COMP-001,2024-01-27 10:00:00,normal,2.19,176.86,151.81,525.07,1796.33,46.11,95.61,83.01,47.75
COMP-001,2024-01-27 11:00:00,normal,1.85,167.36,154.76,486.48,1775.82,43.13,94.95,87.51,55.54
COMP-001,2024-01-27 12:00:00,normal,2.02,172.51,154.68,507.59,1801.13,47.21,93.72,82.47,56.26
COMP-001,2024-01-27 13:00:00,normal,2.13,169.03,152.9,498.7,1802.27,45.4,96.94,87.51,45.44
COMP-001,2024-01-27 14:00:00,normal,1.8,178.3,147.21,518.86,1803.72,45.51,95.08,88.51,78.18
COMP-001,2024-01-27 15:00:00,normal,2.02,185.81,146.54,506.09,1818.4,44.31,98.07,91.67,40.93
COMP-001,2024-01-27 16:00:00,normal,2.36,167.19,141.32,496.48,1820.38,43.5,92.56,95.26,42.02
COMP-001,2024-01-27 17:00:00,normal,2.56,163.88,156.14,486.6,1788.12,45.68,94.16,85.62,68.14
COMP-001,2024-01-27 18:00:00,normal,2.1,174.25,149.88,511.97,1787.68,43.91,95.05,74.54,62.13
COMP-001,2024-01-27 19:00:00,normal,2.39,175.09,146.03,471.9,1779.2,48.63,96.71,82.24,44.74
COMP-001,2024-01-27 20:00:00,normal,1.72,176.31,153.31,509.69,1813.98,42.46,95.6,85.35,61.07
COMP-001,2024-01-27 21:00:00,normal,2.36,172.32,144.11,483.51,1828.98,48.07,95.47,70.31,69.68
COMP-001,2024-01-27 22:00:00,normal,2.0,173.8,149.63,518.78,1793.7,44.78,93.31,96.11,54.7
COMP-001,2024-01-27 23:00:00,normal,2.28,177.21,147.31,502.42,1795.17,45.6,93.26,86.14,80.99
COMP-001,2024-01-28 00:00:00,normal,2.14,181.24,150.55,509.66,1829.34,46.67,95.48,88.05,37.76
COMP-001,2024-01-28 01:00:00,normal,2.53,163.27,147.75,501.23,1810.11,43.74,92.95,95.92,61.94
COMP-001,2024-01-28 02:00:00,normal,1.98,172.79,142.2,473.71,1808.72,46.73,94.2,79.96,66.67
COMP-001,2024-01-28 03:00:00,normal,2.36,176.28,148.3,487.09,1776.18,39.58,95.75,89.59,63.91
COMP-001,2024-01-28 04:00:00,normal,2.13,169.49,152.2,510.09,1813.57,43.56,93.53,84.12,52.96
COMP-001,2024-01-28 05:00:00,normal,2.16,185.39,147.88,502.5,1781.42,43.15,97.41,83.53,52.1
COMP-001,2024-01-28 06:00:00,normal,2.15,171.19,151.1,517.71,1777.32,42.49,96.84,78.82,59.44
COMP-001,2024-01-28 07:00:00,normal,1.99,174.75,143.82,506.05,1793.06,44.57,92.64,98.32,63.16
COMP-001,2024-01-28 08:00:00,normal,2.2,178.34,147.89,485.5,1788.28,45.77,93.6,82.0,61.02
COMP-001,2024-01-28 09:00:00,normal,2.18,171.45,145.5,488.06,1795.57,46.41,91.57,90.6,65.4
COMP-001,2024-01-28 10:00:00,normal,2.26,163.92,150.99,501.54,1771.18,45.48,93.83,70.0,44.81
COMP-001,2024-01-28 11:00:00,normal,2.22,172.43,148.13,465.29,1819.18,43.67,96.15,94.44,52.72
COMP-001,2024-01-28 12:00:00,normal,2.4,181.18,150.76,525.1,1822.55,45.74,94.38,93.42,45.6
COMP-001,2024-01-28 13:00:00,normal,2.43,172.98,152.35,506.63,1761.05,45.25,95.69,85.78,51.14
COMP-001,2024-01-28 14:00:00,normal,1.94,169.92,150.77,518.41,1819.57,46.87,92.72,83.18,65.15
COMP-001,2024-01-28 15:00:00,normal,2.42,180.55,149.09,476.29,1783.79,46.55,96.2,88.2,56.08
COMP-001,2024-01-28 16:00:00,normal,1.9,173.02,144.01,518.67,1817.14,45.06,94.17,103.31,81.07
COMP-001,2024-01-28 17:00:00,normal,2.35,171.94,147.99,533.47,1798.63,43.21,95.02,70.89,56.93
COMP-001,2024-01-28 18:00:00,normal,2.35,175.9,145.87,480.19,1800.58,43.69,94.86,91.26,55.6
COMP-001,2024-01-28 19:00:00,normal,1.72,179.62,146.62,511.57,1796.3,43.9,93.09,77.71,56.06
COMP-001,2024-01-28 20:00:00,normal,2.22,189.29,146.5,500.02,1824.24,44.37,93.27,84.84,48.62
COMP-001,2024-01-28 21:00:00,normal,2.08,179.96,144.08,476.83,1775.21,45.54,96.45,83.02,54.42
COMP-001,2024-01-28 22:00:00,normal,2.01,181.96,140.17,507.39,1812.16,46.43,95.6,81.57,66.28
COMP-001,2024-01-28 23:00:00,normal,2.54,171.96,145.33,512.5,1822.03,44.9,96.58,84.92,56.14
COMP-001,2024-01-29 00:00:00,normal,2.04,168.84,148.77,490.98,1814.33,45.03,95.49,75.93,47.07
COMP-001,2024-01-29 01:00:00,normal,2.0,175.37,142.61,517.49,1846.49,45.29,95.21,93.23,45.75
COMP-001,2024-01-29 02:00:00,normal,2.22,175.64,148.06,475.0,1789.42,43.97,92.41,70.65,50.5
COMP-001,2024-01-29 03:00:00,normal,2.37,168.53,155.6,477.58,1819.15,43.15,94.59,89.32,55.74
COMP-001,2024-01-29 04:00:00,normal,2.16,173.95,152.09,502.05,1797.88,41.49,94.96,82.39,66.94
COMP-001,2024-01-29 05:00:00,normal,2.49,177.4,154.57,500.38,1824.67,43.61,97.93,75.63,41.6
COMP-001,2024-01-29 06:00:00,normal,2.33,177.16,149.56,489.25,1799.85,45.95,96.03,86.62,51.8
COMP-001,2024-01-29 07:00:00,normal,1.66,178.03,152.67,512.14,1792.24,43.59,97.3,72.54,56.44
COMP-001,2024-01-29 08:00:00,normal,2.07,176.75,145.1,507.96,1826.12,44.52,95.9,85.32,36.66
COMP-001,2024-01-29 09:00:00,normal,2.06,171.96,145.42,512.87,1790.17,45.93,93.93,73.62,46.66
COMP-001,2024-01-29 10:00:00,normal,2.32,171.92,137.04,498.15,1771.75,46.04,95.18,88.69,48.2
COMP-001,2024-01-29 11:00:00,normal,1.54,167.81,152.74,509.04,1789.66,42.84,95.35,77.61,47.04
COMP-001,2024-01-29 12:00:00,normal,2.84,185.71,154.16,493.32,1812.38,46.99,93.59,81.39,56.92
COMP-001,2024-01-29 13:00:00,normal,2.33,175.08,145.79,530.81,1827.84,47.25,94.42,87.35,53.39
COMP-001,2024-01-29 14:00:00,normal,2.24,173.65,146.98,487.81,1802.22,42.74,94.69,78.82,49.45
COMP-001,2024-01-29 15:00:00,normal,2.5,169.43,144.98,531.58,1826.36,43.35,97.41,84.54,59.28
COMP-001,2024-01-29 16:00:00,normal,2.79,192.61,149.53,500.52,1772.84,47.38,91.88,72.89,72.23
COMP-001,2024-01-29 17:00:00,normal,2.42,168.56,152.5,479.37,1791.13,44.71,96.81,90.05,71.39
COMP-001,2024-01-29 18:00:00,normal,2.44,172.43,141.03,520.52,1794.23,40.56,93.59,99.12,35.77
COMP-001,2024-01-29 19:00:00,normal,2.23,177.5,149.64,501.89,1797.71,42.2,92.94,107.34,60.77
COMP-001,2024-01-29 20:00:00,normal,2.16,178.6,146.89,512.77,1801.68,44.5,96.77,85.73,53.22
COMP-001,2024-01-29 21:00:00,normal,2.08,180.75,148.45,518.36,1813.82,42.67,96.1,91.31,56.55
COMP-001,2024-01-29 22:00:00,normal,1.99,185.85,149.84,505.07,1791.1,44.17,96.88,70.75,51.02
COMP-001,2024-01-29 23:00:00,normal,2.03,178.04,147.25,491.12,1802.78,45.06,96.2,97.02,56.18
COMP-001,2024-01-30 00:00:00,normal,1.86,168.66,147.59,514.64,1799.1,47.92,98.09,91.21,56.51
COMP-001,2024-01-30 01:00:00,normal,2.18,173.46,147.14,500.01,1781.48,44.42,95.84,81.13,49.21
COMP-001,2024-01-30 02:00:00,normal,1.78,176.85,151.88,510.29,1797.73,47.15,94.77,94.9,46.04
COMP-001,2024-01-30 03:00:00,normal,2.25,187.41,149.68,467.69,1797.13,47.86,95.51,82.96,50.51
COMP-001,2024-01-30 04:00:00,normal,2.19,166.61,148.88,506.7,1796.7,47.87,96.87,81.34,57.34
COMP-001,2024-01-30 05:00:00,normal,2.24,182.22,142.92,490.42,1800.64,45.57,93.83,88.8,60.99
COMP-001,2024-01-30 06:00:00,normal,2.07,176.08,146.49,524.8,1801.51,41.07,94.02,76.49,63.53
COMP-001,2024-01-30 07:00:00,normal,2.97,180.03,151.59,509.35,1791.35,45.92,94.54,93.17,50.06
COMP-001,2024-01-30 08:00:00,normal,2.54,174.39,148.15,503.6,1825.45,47.1,91.84,76.55,57.84
COMP-001,2024-01-30 09:00:00,normal,1.89,169.95,150.64,507.29,1776.61,44.84,95.21,76.6,64.63
COMP-001,2024-01-30 10:00:00,normal,2.26,179.51,155.07,485.02,1785.58,48.49,92.17,77.72,66.66
COMP-001,2024-01-30 11:00:00,normal,2.05,178.93,152.15,524.35,1855.6,46.72,95.08,91.08,54.41
COMP-001,2024-01-30 12:00:00,normal,1.95,180.83,148.37,529.87,1779.24,46.14,96.3,80.07,52.79
COMP-001,2024-01-30 13:00:00,normal,1.86,174.92,145.96,505.89,1772.92,47.17,94.28,74.22,56.91
COMP-001,2024-01-30 14:00:00,normal,2.31,171.4,137.79,523.86,1814.69,45.67,97.52,80.15,43.5
COMP-001,2024-01-30 15:00:00,normal,2.03,165.65,147.33,491.46,1758.46,40.01,92.81,84.74,53.06
COMP-001,2024-01-30 16:00:00,normal,2.44,179.92,146.7,488.04,1795.29,44.0,96.79,75.55,62.45
COMP-001,2024-01-30 17:00:00,normal,2.45,177.54,149.56,500.61,1842.92,47.39,96.01,75.79,61.42
COMP-001,2024-01-30 18:00:00,normal,2.54,169.21,147.38,506.52,1769.1,43.38,92.43,101.89,52.3
COMP-001,2024-01-30 19:00:00,normal,1.99,171.77,146.72,494.09,1760.36,44.55,99.07,78.12,57.18
COMP-001,2024-01-30 20:00:00,normal,2.32,172.2,140.88,508.07,1770.02,42.91,94.9,82.42,46.75
COMP-001,2024-01-30 21:00:00,normal,2.36,166.1,144.24,504.6,1817.97,48.57,93.68,82.06,62.03
COMP-001,2024-01-30 22:00:00,normal,2.08,170.09,149.91,485.03,1822.5,48.36,92.89,81.63,54.22
COMP-001,2024-01-30 23:00:00,normal,2.01,168.2,154.86,507.78,1789.75,43.23,94.67,89.97,52.24
COMP-001,2024-01-31 00:00:00,normal,2.6,172.53,147.61,512.95,1813.66,45.29,94.81,92.59,51.38
COMP-001,2024-01-31 01:00:00,normal,2.26,170.57,149.31,502.57,1827.81,43.64,95.15,82.55,54.37
COMP-001,2024-01-31 02:00:00,normal,2.36,165.24,151.81,517.29,1835.75,46.23,94.55,75.11,50.52
COMP-001,2024-01-31 03:00:00,normal,1.99,187.14,144.76,481.74,1795.07,46.02,95.95,95.2,61.58
COMP-001,2024-01-31 04:00:00,normal,1.9,182.52,149.47,507.02,1753.97,46.62,94.42,84.24,51.05
COMP-001,2024-01-31 05:00:00,normal,2.06,170.33,145.04,482.45,1783.58,45.66,92.1,98.84,70.93
COMP-001,2024-01-31 06:00:00,normal,2.17,176.63,151.46,483.29,1791.46,50.87,94.78,67.04,69.65
COMP-001,2024-01-31 07:00:00,normal,1.93,177.5,148.61,490.54,1794.82,42.94,91.45,86.56,46.08
COMP-001,2024-01-31 08:00:00,normal,2.2,182.15,149.19,485.87,1796.24,41.58,95.53,100.35,55.7
COMP-001,2024-01-31 09:00:00,normal,1.78,170.09,144.87,491.78,1822.38,44.21,93.53,82.17,48.49
COMP-001,2024-01-31 10:00:00,normal,1.92,181.55,150.83,496.79,1825.49,41.86,95.25,83.2,51.73
COMP-001,2024-01-31 11:00:00,normal,2.37,171.71,156.34,512.56,1796.57,42.02,96.97,87.36,75.02
COMP-001,2024-01-31 12:00:00,normal,2.35,166.98,143.97,495.18,1821.97,43.0,93.58,80.53,51.92
COMP-001,2024-01-31 13:00:00,normal,2.1,179.34,146.64,476.22,1807.15,43.16,96.59,82.5,58.6
COMP-001,2024-01-31 14:00:00,normal,1.95,182.74,148.93,517.1,1801.29,43.09,94.35,82.3,60.41
COMP-001,2024-01-31 15:00:00,normal,1.94,190.53,151.15,487.44,1818.13,46.04,97.63,79.98,44.99
COMP-001,2024-01-31 16:00:00,normal,2.11,167.8,145.76,499.12,1801.45,43.99,94.45,94.83,46.45
COMP-001,2024-01-31 17:00:00,normal,2.36,179.19,136.67,506.7,1841.16,44.64,93.74,88.69,42.94
COMP-001,2024-01-31 18:00:00,normal,2.43,172.54,153.44,502.99,1771.23,46.79,96.03,87.01,46.14
COMP-001,2024-01-31 19:00:00,normal,2.08,179.7,151.04,516.41,1789.7,43.47,94.35,91.47,26.5
COMP-001,2024-01-31 20:00:00,normal,1.91,166.18,141.03,507.19,1797.47,44.47,93.74,82.89,60.45
COMP-001,2024-01-31 21:00:00,normal,2.27,167.42,145.57,487.08,1808.79,45.73,94.28,78.81,75.54
COMP-001,2024-01-31 22:00:00,normal,1.99,170.34,154.27,532.68,1825.36,41.12,94.93,80.18,56.48
COMP-001,2024-01-31 23:00:00,normal,2.07,175.47,153.79,502.92,1799.51,40.23,97.01,85.01,40.84
COMP-001,2024-02-01 00:00:00,normal,2.53,171.15,151.75,497.79,1771.56,45.69,92.1,76.53,48.57
COMP-001,2024-02-01 01:00:00,normal,2.41,178.95,147.3,514.46,1816.85,45.98,95.03,81.0,50.41
COMP-001,2024-02-01 02:00:00,normal,2.24,181.16,148.33,503.74,1815.1,49.13,95.94,80.87,44.82
COMP-001,2024-02-01 03:00:00,normal,1.88,178.6,147.48,505.99,1761.16,45.32,95.29,102.0,63.6
COMP-001,2024-02-01 04:00:00,normal,2.25,184.71,152.51,537.38,1799.92,46.64,96.96,62.81,63.1
COMP-001,2024-02-01 05:00:00,normal,2.47,177.49,144.5,495.87,1768.2,44.61,94.89,83.56,43.45
COMP-001,2024-02-01 06:00:00,normal,2.11,167.7,144.78,495.23,1786.71,45.59,94.72,98.81,62.25
COMP-001,2024-02-01 07:00:00,normal,2.54,183.18,152.04,501.75,1781.94,48.33,95.89,85.97,70.27
